Date,High,Low,Open,Close,Volume,Adj Close
2007-12-31,4.924789905548096,4.6329498291015625,4.924789905548096,4.833590030670166,106359.0,3.8694465160369873
2008-01-02,4.90654993057251,4.6876702308654785,4.6876702308654785,4.833590030670166,58114.0,3.8694465160369873
2008-01-03,4.833590030670166,4.81535005569458,4.81535005569458,4.81535005569458,18640.0,3.854844570159912
2008-01-04,5.143670082092285,5.015989780426025,5.015989780426025,5.143670082092285,73465.0,4.11767578125
2008-01-07,5.088950157165527,4.806230068206787,5.025109767913818,4.824470043182373,48245.0,3.86214542388916
2008-01-08,5.015989780426025,4.569109916687012,4.797110080718994,4.860949993133545,75657.0,3.8913486003875732
2008-01-09,4.851830005645752,4.6238298416137695,4.6238298416137695,4.851830005645752,17543.0,3.8840482234954834
2008-01-10,5.143670082092285,4.879189968109131,4.9703898429870605,4.879189968109131,30701.0,3.9059503078460693
2008-01-11,4.915669918060303,4.733270168304443,4.733270168304443,4.915669918060303,44956.0,3.9351537227630615
2008-01-14,4.787990093231201,4.6967902183532715,4.760630130767822,4.6967902183532715,48245.0,3.7599334716796875
2008-01-15,5.015989780426025,4.787990093231201,4.860949993133545,5.015989780426025,42763.0,4.015463352203369
2008-01-16,4.778870105743408,4.733270168304443,4.751510143280029,4.733270168304443,33991.0,3.7891366481781006
2008-01-17,4.742390155792236,4.669429779052734,4.733270168304443,4.6876702308654785,37280.0,3.7526330947875977
2008-01-18,4.605589866638184,4.468790054321289,4.569109916687012,4.605589866638184,43859.0,3.686924934387207
2008-01-21,4.651189804077148,4.605589866638184,4.651189804077148,4.605589866638184,6578.0,3.686924934387207
2008-01-22,4.31374979019165,4.2955098152160645,4.31374979019165,4.2955098152160645,12061.0,3.4386959075927734
2008-01-23,4.587349891662598,4.058390140533447,4.058390140533447,4.058390140533447,58114.0,3.248873472213745
2008-01-24,4.040150165557861,3.821269989013672,4.040150165557861,3.821269989013672,27412.0,3.059051513671875
2008-01-25,4.085750102996826,3.848629951477051,3.921600103378296,3.8851099014282227,26315.0,3.110157012939453
2008-01-28,3.8851099014282227,3.6206400394439697,3.8851099014282227,3.6479899883270264,28508.0,2.920335054397583
2008-01-29,3.830389976501465,3.693589925765991,3.693589925765991,3.7574400901794434,6578.0,3.007953405380249
2008-01-30,3.7392001152038574,3.575040102005005,3.7392001152038574,3.693589925765991,19736.0,2.956839084625244
2008-01-31,3.5385499000549316,3.447360038757324,3.5020699501037598,3.483829975128174,51535.0,2.788919448852539
2008-02-01,3.602400064468384,3.374389886856079,3.5111899375915527,3.46560001373291,80043.0,2.7743258476257324
2008-02-12,3.5476698875427246,3.383510112762451,3.5385499000549316,3.383510112762451,12061.0,2.7086102962493896
2008-02-13,3.5385499000549316,3.383510112762451,3.5385499000549316,3.383510112762451,16447.0,2.7086102962493896
2008-02-14,3.5020699501037598,3.4382400512695312,3.46560001373291,3.5020699501037598,71272.0,2.803520917892456
2008-02-15,3.593280076980591,3.447360038757324,3.5294299125671387,3.593280076980591,26315.0,2.876537799835205
2008-02-18,3.711829900741577,3.602400064468384,3.602400064468384,3.702709913253784,7675.0,2.9641401767730713
2008-02-19,3.8759899139404297,3.693589925765991,3.702709913253784,3.8759899139404297,67982.0,3.102856159210205
2008-02-20,4.103990077972412,3.730070114135742,4.103990077972412,3.730070114135742,8771.0,2.9860427379608154
2008-02-21,3.9854300022125244,3.6479899883270264,3.702709913253784,3.9854300022125244,78947.0,3.1904664039611816
2008-02-22,4.2499098777771,3.921600103378296,4.2499098777771,4.058390140533447,95394.0,3.248873472213745
2008-02-25,4.103990077972412,3.8759899139404297,3.8759899139404297,4.103990077972412,35087.0,3.2853777408599854
2008-02-26,4.195189952850342,4.058390140533447,4.094870090484619,4.186069965362549,35087.0,3.3510854244232178
2008-02-27,4.195189952850342,4.103990077972412,4.195189952850342,4.103990077972412,27412.0,3.2853777408599854
2008-02-29,4.231669902801514,4.058390140533447,4.058390140533447,4.186069965362549,16447.0,3.3510854244232178
2008-03-03,4.231669902801514,4.021910190582275,4.021910190582275,4.231669902801514,14254.0,3.387589693069458
2008-03-04,4.231669902801514,3.939840078353882,3.939840078353882,4.195189952850342,130482.0,3.358386516571045
2008-03-05,4.2863898277282715,4.012790203094482,4.076630115509033,4.2863898277282715,46052.0,3.4313948154449463
2008-03-06,4.468790054321289,4.331989765167236,4.331989765167236,4.468790054321289,94298.0,3.5774118900299072
2008-03-07,4.514389991760254,4.2863898277282715,4.514389991760254,4.459670066833496,52631.0,3.5701115131378174
2008-03-10,4.2863898277282715,4.2499098777771,4.2499098777771,4.259029865264893,30701.0,3.4094924926757812
